batch_size,cache_state,ci95_overlap,device_label,marginal_rank,num_steps,oracle_action,oracle_runtime_s,relative_margin,runner_up_action,runner_up_runtime_s,time_accounting_mode,workload_id
1,cold_cache,False,V100,False,100,graphs_only,0.058051,0.055021,graphs_input_copy,0.061245,cold_total,decode_toy
1,cold_cache,False,V100,False,500,graphs_only,0.068528,0.254684,graphs_input_copy,0.085981,cold_total,decode_toy
4,cold_cache,True,V100,True,10,eager,0.057519,0.009927,best_eager,0.05809,cold_total,decode_toy
4,cold_cache,True,V100,True,50,graphs_only,0.060794,0.028325,best_eager,0.062516,cold_total,decode_toy
4,cold_cache,False,V100,False,100,graphs_only,0.06208,0.073196,graphs_input_copy,0.066624,cold_total,decode_toy
4,cold_cache,False,V100,False,500,graphs_only,0.074362,0.227132,graphs_input_copy,0.091252,cold_total,decode_toy
16,cold_cache,True,V100,True,10,eager,0.057527,0.000887,best_eager,0.057578,cold_total,decode_toy
16,cold_cache,True,V100,True,50,graphs_only,0.061496,0.017985,best_eager,0.062602,cold_total,decode_toy
16,cold_cache,False,V100,False,100,graphs_only,0.062721,0.057062,graphs_input_copy,0.0663,cold_total,decode_toy
16,cold_cache,False,V100,False,500,graphs_only,0.075735,0.231346,graphs_input_copy,0.093256,cold_total,decode_toy
32,cold_cache,True,V100,True,10,eager,0.058469,0.001762,best_eager,0.058572,cold_total,decode_toy
32,cold_cache,True,V100,True,50,graphs_only,0.062362,0.000673,eager,0.062404,cold_total,decode_toy
32,cold_cache,True,V100,True,100,graphs_only,0.065069,0.043031,graphs_input_copy,0.067869,cold_total,decode_toy
32,cold_cache,False,V100,False,500,graphs_only,0.083476,0.202789,graphs_input_copy,0.100404,cold_total,decode_toy
1,cold_cache,True,V100,True,10,best_eager,0.077503,0.005535,eager,0.077932,cold_total,dlrm_recommendation
1,cold_cache,True,V100,True,50,graphs_only,0.081451,0.023425,eager,0.083359,cold_total,dlrm_recommendation
1,cold_cache,True,V100,True,100,graphs_only,0.083285,0.037582,graphs_input_copy,0.086415,cold_total,dlrm_recommendation
1,cold_cache,False,V100,False,500,graphs_only,0.096007,0.24944,graphs_input_copy,0.119955,cold_total,dlrm_recommendation
4,cold_cache,True,V100,True,10,eager,0.084565,0.000331,best_eager,0.084593,cold_total,dlrm_recommendation
4,cold_cache,True,V100,True,50,graphs_only,0.088504,0.018022,eager,0.090099,cold_total,dlrm_recommendation
4,cold_cache,False,V100,False,100,graphs_only,0.092301,0.055113,eager,0.097388,cold_total,dlrm_recommendation
4,cold_cache,False,V100,False,500,graphs_only,0.114206,0.235828,graphs_input_copy,0.141139,cold_total,dlrm_recommendation
16,cold_cache,True,V100,True,10,eager,0.084165,0.005667,best_eager,0.084642,cold_total,dlrm_recommendation
16,cold_cache,True,V100,True,50,eager,0.090235,0.008999,best_eager,0.091047,cold_total,dlrm_recommendation
16,cold_cache,True,V100,True,100,best_eager,0.097964,0.010187,eager,0.098962,cold_total,dlrm_recommendation
16,cold_cache,True,V100,True,500,graphs_only,0.158021,0.021162,eager,0.161365,cold_total,dlrm_recommendation
32,cold_cache,True,V100,True,10,best_eager,0.053812,0.009812,eager,0.05434,cold_total,dlrm_recommendation
32,cold_cache,True,V100,True,50,graphs_only,0.0586,0.034966,eager,0.060649,cold_total,dlrm_recommendation
32,cold_cache,False,V100,False,100,graphs_only,0.062073,0.090684,graphs_input_copy,0.067702,cold_total,dlrm_recommendation
32,cold_cache,False,V100,False,500,graphs_only,0.084136,0.281425,graphs_input_copy,0.107814,cold_total,dlrm_recommendation
1,cold_cache,True,V100,True,10,eager,0.030774,0.002112,best_eager,0.030839,cold_total,dynamic_shape_infer_small
1,cold_cache,True,V100,True,50,best_eager,0.032947,0.001396,eager,0.032993,cold_total,dynamic_shape_infer_small
1,cold_cache,True,V100,True,100,best_eager,0.035403,0.015168,eager,0.03594,cold_total,dynamic_shape_infer_small
1,cold_cache,True,V100,True,500,eager,0.057591,0.005834,best_eager,0.057927,cold_total,dynamic_shape_infer_small
4,cold_cache,True,V100,True,10,eager,0.029524,0.02669,best_eager,0.030312,cold_total,dynamic_shape_infer_small
4,cold_cache,True,V100,True,50,eager,0.032104,0.004984,best_eager,0.032264,cold_total,dynamic_shape_infer_small
4,cold_cache,True,V100,True,100,best_eager,0.034755,0.001496,eager,0.034807,cold_total,dynamic_shape_infer_small
4,cold_cache,True,V100,True,500,eager,0.055647,0.014897,best_eager,0.056476,cold_total,dynamic_shape_infer_small
16,cold_cache,True,V100,True,10,best_eager,0.039615,0.006891,eager,0.039888,cold_total,dynamic_shape_infer_small
16,cold_cache,True,V100,True,50,best_eager,0.042093,0.01644,eager,0.042785,cold_total,dynamic_shape_infer_small
16,cold_cache,True,V100,True,100,eager,0.044618,0.017661,best_eager,0.045406,cold_total,dynamic_shape_infer_small
16,cold_cache,True,V100,True,500,best_eager,0.0663,0.009125,eager,0.066905,cold_total,dynamic_shape_infer_small
32,cold_cache,True,V100,True,10,best_eager,0.040058,0.000749,eager,0.040088,cold_total,dynamic_shape_infer_small
32,cold_cache,True,V100,True,50,eager,0.04222,0.013335,best_eager,0.042783,cold_total,dynamic_shape_infer_small
32,cold_cache,True,V100,True,100,eager,0.045173,0.006398,best_eager,0.045462,cold_total,dynamic_shape_infer_small
32,cold_cache,True,V100,True,500,eager,0.067683,0.01674,best_eager,0.068816,cold_total,dynamic_shape_infer_small
1,cold_cache,True,V100,True,10,best_eager,0.112421,0.017897,eager,0.114433,cold_total,fixed_shape_infer_small
1,cold_cache,True,V100,True,50,graphs_only,0.117627,0.003936,eager,0.11809,cold_total,fixed_shape_infer_small
1,cold_cache,True,V100,True,100,graphs_only,0.120632,0.021901,graphs_input_copy,0.123274,cold_total,fixed_shape_infer_small
1,cold_cache,False,V100,False,500,graphs_only,0.135696,0.140734,graphs_input_copy,0.154793,cold_total,fixed_shape_infer_small
4,cold_cache,True,V100,True,10,eager,0.113065,0.005236,best_eager,0.113657,cold_total,fixed_shape_infer_small
4,cold_cache,True,V100,True,50,graphs_input_copy,0.118662,0.00161,eager,0.118853,cold_total,fixed_shape_infer_small
4,cold_cache,False,V100,True,100,graphs_only,0.12071,0.026692,best_eager,0.123932,cold_total,fixed_shape_infer_small
4,cold_cache,False,V100,False,500,graphs_only,0.136803,0.138988,graphs_input_copy,0.155817,cold_total,fixed_shape_infer_small
16,cold_cache,True,V100,True,10,best_eager,0.110681,0.002358,eager,0.110942,cold_total,fixed_shape_infer_small
16,cold_cache,True,V100,True,50,best_eager,0.114823,7e-05,eager,0.114831,cold_total,fixed_shape_infer_small
16,cold_cache,True,V100,True,100,best_eager,0.121069,0.000454,eager,0.121124,cold_total,fixed_shape_infer_small
16,cold_cache,False,V100,True,500,graphs_only,0.161695,0.044856,eager,0.168948,cold_total,fixed_shape_infer_small
32,cold_cache,True,V100,True,10,eager,0.116898,0.003516,best_eager,0.117309,cold_total,fixed_shape_infer_small
32,cold_cache,True,V100,True,50,best_eager,0.123474,0.000972,eager,0.123594,cold_total,fixed_shape_infer_small
32,cold_cache,True,V100,True,100,best_eager,0.129023,0.00317,eager,0.129432,cold_total,fixed_shape_infer_small
32,cold_cache,True,V100,True,500,best_eager,0.182731,0.013544,graphs_only,0.185206,cold_total,fixed_shape_infer_small
1,cold_cache,True,V100,True,10,best_eager,0.097688,0.011844,eager,0.098845,cold_total,gnn_irregular
1,cold_cache,True,V100,True,50,eager,0.104582,0.00174,best_eager,0.104764,cold_total,gnn_irregular
1,cold_cache,True,V100,True,100,best_eager,0.111839,0.001171,eager,0.11197,cold_total,gnn_irregular
1,cold_cache,True,V100,True,500,best_eager,0.170357,0.005524,eager,0.171298,cold_total,gnn_irregular
4,cold_cache,True,V100,True,10,best_eager,0.098773,0.001053,eager,0.098877,cold_total,gnn_irregular
4,cold_cache,True,V100,True,50,best_eager,0.103652,0.003599,eager,0.104025,cold_total,gnn_irregular
4,cold_cache,True,V100,True,100,best_eager,0.111127,0.01007,eager,0.112246,cold_total,gnn_irregular
4,cold_cache,True,V100,True,500,best_eager,0.168466,0.014127,eager,0.170846,cold_total,gnn_irregular
16,cold_cache,True,V100,True,10,best_eager,0.098598,0.005041,eager,0.099095,cold_total,gnn_irregular
16,cold_cache,True,V100,True,50,best_eager,0.10456,0.000268,eager,0.104588,cold_total,gnn_irregular
16,cold_cache,True,V100,True,100,best_eager,0.111248,0.009519,eager,0.112307,cold_total,gnn_irregular
16,cold_cache,True,V100,True,500,best_eager,0.168412,0.028519,eager,0.173215,cold_total,gnn_irregular
32,cold_cache,True,V100,True,10,eager,0.097537,0.011585,best_eager,0.098667,cold_total,gnn_irregular
32,cold_cache,True,V100,True,50,best_eager,0.104434,0.002643,eager,0.10471,cold_total,gnn_irregular
32,cold_cache,True,V100,True,100,eager,0.111669,0.002122,best_eager,0.111906,cold_total,gnn_irregular
32,cold_cache,True,V100,True,500,best_eager,0.167917,0.018104,eager,0.170957,cold_total,gnn_irregular
1,cold_cache,True,V100,True,10,best_eager,0.052504,0.000495,eager,0.05253,cold_total,llm_decode_proxy
1,cold_cache,True,V100,True,50,graphs_only,0.056654,0.012973,best_eager,0.057389,cold_total,llm_decode_proxy
1,cold_cache,False,V100,True,100,graphs_only,0.058497,0.046789,graphs_input_copy,0.061234,cold_total,llm_decode_proxy
1,cold_cache,False,V100,False,500,graphs_only,0.069756,0.206061,graphs_input_copy,0.08413,cold_total,llm_decode_proxy
4,cold_cache,True,V100,True,10,best_eager,0.054483,0.008516,eager,0.054947,cold_total,llm_decode_proxy
4,cold_cache,True,V100,True,50,graphs_only,0.05822,0.023703,eager,0.0596,cold_total,llm_decode_proxy
4,cold_cache,False,V100,False,100,graphs_only,0.06041,0.065718,graphs_input_copy,0.06438,cold_total,llm_decode_proxy
4,cold_cache,False,V100,False,500,graphs_only,0.07402,0.231343,graphs_input_copy,0.091144,cold_total,llm_decode_proxy
16,cold_cache,True,V100,True,10,eager,0.054903,0.001639,best_eager,0.054993,cold_total,llm_decode_proxy
16,cold_cache,True,V100,True,50,best_eager,0.059482,0.004472,graphs_only,0.059748,cold_total,llm_decode_proxy
16,cold_cache,False,V100,False,100,graphs_only,0.061504,0.055931,graphs_input_copy,0.064944,cold_total,llm_decode_proxy
16,cold_cache,False,V100,False,500,graphs_only,0.076377,0.211412,graphs_input_copy,0.092524,cold_total,llm_decode_proxy
32,cold_cache,True,V100,True,10,best_eager,0.061526,0.008029,eager,0.06202,cold_total,llm_decode_proxy
32,cold_cache,True,V100,True,50,graphs_only,0.066605,0.001877,eager,0.06673,cold_total,llm_decode_proxy
32,cold_cache,False,V100,True,100,graphs_only,0.06999,0.049964,best_eager,0.073487,cold_total,llm_decode_proxy
32,cold_cache,False,V100,False,500,graphs_only,0.094804,0.169856,graphs_input_copy,0.110907,cold_total,llm_decode_proxy
1,cold_cache,True,V100,True,10,eager,0.05298,0.001774,best_eager,0.053074,cold_total,prefill_toy
1,cold_cache,True,V100,True,50,best_eager,0.057321,0.013887,graphs_only,0.058117,cold_total,prefill_toy
1,cold_cache,False,V100,True,100,graphs_only,0.060472,0.046567,graphs_input_copy,0.063288,cold_total,prefill_toy
1,cold_cache,False,V100,False,500,graphs_only,0.081121,0.21442,graphs_input_copy,0.098515,cold_total,prefill_toy
4,cold_cache,True,V100,True,10,best_eager,0.052385,0.015768,eager,0.053211,cold_total,prefill_toy
4,cold_cache,True,V100,True,50,graphs_only,0.057803,0.016089,best_eager,0.058733,cold_total,prefill_toy
4,cold_cache,False,V100,False,100,graphs_only,0.060362,0.070193,best_eager,0.064599,cold_total,prefill_toy
4,cold_cache,False,V100,False,500,graphs_only,0.0825,0.2076,graphs_input_copy,0.099627,cold_total,prefill_toy
16,cold_cache,True,V100,True,10,eager,0.052942,0.003457,best_eager,0.053125,cold_total,prefill_toy
16,cold_cache,True,V100,True,50,best_eager,0.05852,0.00569,eager,0.058853,cold_total,prefill_toy
16,cold_cache,False,V100,True,100,graphs_only,0.06195,0.049475,best_eager,0.065015,cold_total,prefill_toy
16,cold_cache,False,V100,False,500,graphs_only,0.088392,0.187743,graphs_input_copy,0.104987,cold_total,prefill_toy
32,cold_cache,True,V100,True,10,best_eager,0.05264,0.015236,eager,0.053442,cold_total,prefill_toy
32,cold_cache,True,V100,True,50,best_eager,0.058523,0.019172,eager,0.059645,cold_total,prefill_toy
32,cold_cache,True,V100,True,100,graphs_only,0.064614,0.014765,best_eager,0.065568,cold_total,prefill_toy
32,cold_cache,False,V100,False,500,graphs_only,0.099788,0.178979,graphs_input_copy,0.117648,cold_total,prefill_toy
1,cold_cache,True,V100,True,10,best_eager,0.023494,0.004044,eager,0.023589,cold_total,rl_policy_infer
1,cold_cache,True,V100,True,50,best_eager,0.025351,0.010414,eager,0.025615,cold_total,rl_policy_infer
1,cold_cache,True,V100,True,100,best_eager,0.027211,0.007938,graphs_only,0.027427,cold_total,rl_policy_infer
1,cold_cache,False,V100,False,500,graphs_only,0.03282,0.383973,best_eager,0.045422,cold_total,rl_policy_infer
4,cold_cache,True,V100,True,10,eager,0.022863,0.001181,best_eager,0.02289,cold_total,rl_policy_infer
4,cold_cache,True,V100,True,50,best_eager,0.024127,0.020641,eager,0.024625,cold_total,rl_policy_infer
4,cold_cache,True,V100,True,100,graphs_only,0.026047,0.000154,eager,0.026051,cold_total,rl_policy_infer
4,cold_cache,False,V100,False,500,graphs_only,0.031085,0.391732,eager,0.043262,cold_total,rl_policy_infer
16,cold_cache,True,V100,True,10,eager,0.022771,0.008256,best_eager,0.022959,cold_total,rl_policy_infer
16,cold_cache,True,V100,True,50,eager,0.024438,0.001596,best_eager,0.024477,cold_total,rl_policy_infer
16,cold_cache,True,V100,True,100,best_eager,0.026375,0.007469,graphs_only,0.026572,cold_total,rl_policy_infer
16,cold_cache,False,V100,False,500,graphs_only,0.031851,0.385011,eager,0.044114,cold_total,rl_policy_infer
32,cold_cache,True,V100,True,10,eager,0.02328,0.010009,best_eager,0.023513,cold_total,rl_policy_infer
32,cold_cache,True,V100,True,50,eager,0.025033,0.005673,best_eager,0.025175,cold_total,rl_policy_infer
32,cold_cache,True,V100,True,100,eager,0.027441,0.000109,best_eager,0.027444,cold_total,rl_policy_infer
32,cold_cache,False,V100,False,500,graphs_only,0.03666,0.216994,eager,0.044615,cold_total,rl_policy_infer
1,cold_cache,True,V100,True,10,best_eager,0.099979,0.012573,eager,0.101236,cold_total,short_text_transformer_dynamic
1,cold_cache,True,V100,True,50,best_eager,0.11483,0.004119,eager,0.115303,cold_total,short_text_transformer_dynamic
1,cold_cache,True,V100,True,100,eager,0.131759,0.011331,best_eager,0.133252,cold_total,short_text_transformer_dynamic
1,cold_cache,True,V100,True,500,eager,0.276588,0.007408,best_eager,0.278637,cold_total,short_text_transformer_dynamic
4,cold_cache,True,V100,True,10,best_eager,0.059228,0.005166,eager,0.059534,cold_total,short_text_transformer_dynamic
4,cold_cache,True,V100,True,50,best_eager,0.074474,0.003169,eager,0.07471,cold_total,short_text_transformer_dynamic
4,cold_cache,True,V100,True,100,eager,0.091887,0.010796,best_eager,0.092879,cold_total,short_text_transformer_dynamic
4,cold_cache,True,V100,True,500,best_eager,0.236115,0.016318,eager,0.239968,cold_total,short_text_transformer_dynamic
16,cold_cache,True,V100,True,10,best_eager,0.060032,5e-05,eager,0.060035,cold_total,short_text_transformer_dynamic
16,cold_cache,True,V100,True,50,best_eager,0.073784,0.013052,eager,0.074747,cold_total,short_text_transformer_dynamic
16,cold_cache,True,V100,True,100,best_eager,0.092485,0.003168,eager,0.092778,cold_total,short_text_transformer_dynamic
16,cold_cache,True,V100,True,500,best_eager,0.236798,0.01234,eager,0.23972,cold_total,short_text_transformer_dynamic
32,cold_cache,True,V100,True,10,best_eager,0.052009,0.007441,eager,0.052396,cold_total,short_text_transformer_dynamic
32,cold_cache,True,V100,True,50,eager,0.072378,0.001976,best_eager,0.072521,cold_total,short_text_transformer_dynamic
32,cold_cache,True,V100,True,100,eager,0.098547,0.006159,best_eager,0.099154,cold_total,short_text_transformer_dynamic
32,cold_cache,True,V100,True,500,best_eager,0.29247,0.021688,eager,0.298813,cold_total,short_text_transformer_dynamic
1,cold_cache,True,V100,True,10,best_eager,0.170734,0.018672,eager,0.173922,cold_total,short_text_transformer_padded
1,cold_cache,True,V100,True,50,best_eager,0.209854,0.012466,eager,0.21247,cold_total,short_text_transformer_padded
1,cold_cache,True,V100,True,100,best_eager,0.256242,0.008992,eager,0.258546,cold_total,short_text_transformer_padded
1,cold_cache,True,V100,True,500,best_eager,0.637292,0.009548,eager,0.643377,cold_total,short_text_transformer_padded
4,cold_cache,True,V100,True,10,eager,0.175467,0.002302,best_eager,0.175871,cold_total,short_text_transformer_padded
4,cold_cache,True,V100,True,50,best_eager,0.212549,0.003594,eager,0.213313,cold_total,short_text_transformer_padded
4,cold_cache,True,V100,True,100,best_eager,0.26006,0.02291,eager,0.266018,cold_total,short_text_transformer_padded
4,cold_cache,True,V100,True,500,best_eager,0.644658,0.009765,eager,0.650953,cold_total,short_text_transformer_padded
16,cold_cache,True,V100,True,10,eager,0.168872,0.001658,best_eager,0.169152,cold_total,short_text_transformer_padded
16,cold_cache,True,V100,True,50,eager,0.209377,0.001261,best_eager,0.209641,cold_total,short_text_transformer_padded
16,cold_cache,True,V100,True,100,best_eager,0.256886,0.008525,eager,0.259076,cold_total,short_text_transformer_padded
16,cold_cache,True,V100,True,500,best_eager,0.647982,0.007661,eager,0.652946,cold_total,short_text_transformer_padded
32,cold_cache,True,V100,True,10,eager,0.167757,0.000507,best_eager,0.167842,cold_total,short_text_transformer_padded
32,cold_cache,True,V100,True,50,best_eager,0.209648,0.006563,eager,0.211024,cold_total,short_text_transformer_padded
32,cold_cache,True,V100,True,100,best_eager,0.262276,0.00612,eager,0.263881,cold_total,short_text_transformer_padded
32,cold_cache,True,V100,True,500,eager,0.68182,0.004089,best_eager,0.684608,cold_total,short_text_transformer_padded
1,cold_cache,False,V100,False,10,eager,0.084115,44.355204,compile_only,3.815053,cold_total,short_train_small
1,cold_cache,False,V100,False,50,eager,0.100945,36.955926,compile_only,3.831461,cold_total,short_train_small
1,cold_cache,False,V100,False,100,eager,0.119052,32.247539,compile_only,3.958186,cold_total,short_train_small
1,cold_cache,False,V100,False,500,eager,0.282898,13.458162,compile_only,4.090185,cold_total,short_train_small
4,cold_cache,False,V100,False,10,eager,0.076633,44.82501,compile_reduce_overhead,3.511708,cold_total,short_train_small
4,cold_cache,False,V100,False,50,eager,0.092742,36.51088,compile_only,3.478834,cold_total,short_train_small
4,cold_cache,False,V100,False,100,eager,0.110808,30.706059,compile_only,3.513285,cold_total,short_train_small
4,cold_cache,False,V100,False,500,eager,0.259931,13.26489,compile_only,3.707887,cold_total,short_train_small
16,cold_cache,False,V100,False,10,eager,0.07729,45.244145,compile_only,3.57421,cold_total,short_train_small
16,cold_cache,False,V100,False,50,eager,0.091765,39.301062,compile_reduce_overhead,3.698227,cold_total,short_train_small
16,cold_cache,False,V100,False,100,eager,0.110991,31.902334,compile_only,3.651863,cold_total,short_train_small
16,cold_cache,False,V100,False,500,eager,0.268835,13.344832,compile_only,3.856393,cold_total,short_train_small
32,cold_cache,False,V100,False,10,eager,0.080887,43.88835,compile_only,3.630884,cold_total,short_train_small
32,cold_cache,False,V100,False,50,eager,0.09705,36.605605,compile_only,3.649624,cold_total,short_train_small
32,cold_cache,False,V100,False,100,eager,0.116775,30.382916,compile_only,3.66474,cold_total,short_train_small
32,cold_cache,False,V100,False,500,eager,0.269948,13.627732,compile_only,3.948727,cold_total,short_train_small
1,cold_cache,True,V100,True,10,best_eager,0.039096,0.013684,eager,0.039631,cold_total,synthetic_kernel_chain
1,cold_cache,True,V100,True,50,best_eager,0.040176,0.022227,eager,0.041069,cold_total,synthetic_kernel_chain
1,cold_cache,True,V100,True,100,eager,0.042845,0.006255,best_eager,0.043113,cold_total,synthetic_kernel_chain
1,cold_cache,False,V100,False,500,graphs_only,0.052914,0.126885,eager,0.059628,cold_total,synthetic_kernel_chain
4,cold_cache,True,V100,True,10,eager,0.046611,0.001116,best_eager,0.046663,cold_total,synthetic_kernel_chain
4,cold_cache,True,V100,True,50,eager,0.048202,0.007925,best_eager,0.048584,cold_total,synthetic_kernel_chain
4,cold_cache,True,V100,True,100,eager,0.049146,0.025394,best_eager,0.050394,cold_total,synthetic_kernel_chain
4,cold_cache,False,V100,False,500,graphs_only,0.062949,0.071645,eager,0.067459,cold_total,synthetic_kernel_chain
16,cold_cache,True,V100,True,10,eager,0.046611,0.00871,best_eager,0.047017,cold_total,synthetic_kernel_chain
16,cold_cache,True,V100,True,50,best_eager,0.04798,0.006003,eager,0.048268,cold_total,synthetic_kernel_chain
16,cold_cache,True,V100,True,100,best_eager,0.050142,0.003211,eager,0.050303,cold_total,synthetic_kernel_chain
16,cold_cache,False,V100,False,500,graphs_only,0.065282,0.055207,eager,0.068886,cold_total,synthetic_kernel_chain
32,cold_cache,True,V100,True,10,best_eager,0.046059,0.002236,eager,0.046162,cold_total,synthetic_kernel_chain
32,cold_cache,True,V100,True,50,eager,0.048234,6.2e-05,best_eager,0.048237,cold_total,synthetic_kernel_chain
32,cold_cache,True,V100,True,100,eager,0.050488,0.004239,best_eager,0.050702,cold_total,synthetic_kernel_chain
32,cold_cache,False,V100,False,500,graphs_only,0.063053,0.081931,eager,0.068219,cold_total,synthetic_kernel_chain
1,cold_cache,True,A100,True,10,eager,0.213263,0.024641,graphs_input_copy,0.218518,cold_total,cv_online_infer
1,cold_cache,True,A100,True,50,graphs_only,0.227766,8.3e-05,eager,0.227785,cold_total,cv_online_infer
1,cold_cache,True,A100,True,100,graphs_only,0.232264,0.025639,graphs_input_copy,0.238219,cold_total,cv_online_infer
1,cold_cache,True,A100,False,500,graphs_only,0.293005,0.111708,graphs_input_copy,0.325736,cold_total,cv_online_infer
4,cold_cache,True,A100,True,10,best_eager,0.23595,0.023912,eager,0.241592,cold_total,cv_online_infer
4,cold_cache,True,A100,True,50,best_eager,0.251844,0.017832,graphs_input_copy,0.256335,cold_total,cv_online_infer
4,cold_cache,True,A100,True,100,eager,0.278648,0.010271,best_eager,0.28151,cold_total,cv_online_infer
4,cold_cache,True,A100,False,500,graphs_only,0.376196,0.103637,graphs_input_copy,0.415184,cold_total,cv_online_infer
16,cold_cache,True,A100,True,10,eager,0.236486,0.018441,best_eager,0.240847,cold_total,cv_online_infer
16,cold_cache,True,A100,True,50,best_eager,0.273679,0.013063,eager,0.277254,cold_total,cv_online_infer
16,cold_cache,True,A100,True,100,eager,0.326129,0.016868,best_eager,0.33163,cold_total,cv_online_infer
16,cold_cache,True,A100,True,500,best_eager,0.667228,0.000168,eager,0.66734,cold_total,cv_online_infer
32,cold_cache,True,A100,False,10,eager,0.248457,0.064595,graphs_only,0.264506,cold_total,cv_online_infer
32,cold_cache,True,A100,True,50,eager,0.321027,0.005514,best_eager,0.322797,cold_total,cv_online_infer
32,cold_cache,False,A100,False,100,best_eager,0.406801,0.058827,eager,0.430732,cold_total,cv_online_infer
32,cold_cache,True,A100,True,500,eager,1.064552,0.006196,best_eager,1.071148,cold_total,cv_online_infer
1,cold_cache,True,A100,True,10,best_eager,0.107129,0.048502,eager,0.112325,cold_total,decode_toy
1,cold_cache,False,A100,False,50,graphs_only,0.112906,0.082458,eager,0.122216,cold_total,decode_toy
1,cold_cache,True,A100,False,100,graphs_only,0.116831,0.162192,best_eager,0.13578,cold_total,decode_toy
1,cold_cache,True,A100,False,500,graphs_only,0.136424,0.279951,graphs_input_copy,0.174616,cold_total,decode_toy
4,cold_cache,True,A100,True,10,best_eager,0.114698,0.011927,eager,0.116066,cold_total,decode_toy
4,cold_cache,True,A100,True,50,graphs_only,0.123517,0.004307,graphs_input_copy,0.124049,cold_total,decode_toy
4,cold_cache,False,A100,False,100,graphs_only,0.120168,0.173349,best_eager,0.140999,cold_total,decode_toy
4,cold_cache,False,A100,False,500,graphs_only,0.13938,0.224566,graphs_input_copy,0.17068,cold_total,decode_toy
16,cold_cache,True,A100,True,10,best_eager,0.115872,0.013921,graphs_only,0.117485,cold_total,decode_toy
16,cold_cache,True,A100,True,50,graphs_only,0.119197,0.023675,graphs_input_copy,0.122019,cold_total,decode_toy
16,cold_cache,True,A100,True,100,graphs_only,0.129534,0.042058,graphs_input_copy,0.134982,cold_total,decode_toy
16,cold_cache,False,A100,False,500,graphs_only,0.140904,0.240242,graphs_input_copy,0.174755,cold_total,decode_toy
32,cold_cache,True,A100,True,10,eager,0.11695,0.003326,best_eager,0.117339,cold_total,decode_toy
32,cold_cache,True,A100,True,50,graphs_only,0.12429,0.01482,graphs_input_copy,0.126132,cold_total,decode_toy
32,cold_cache,True,A100,False,100,graphs_only,0.122691,0.096348,graphs_input_copy,0.134512,cold_total,decode_toy
32,cold_cache,False,A100,False,500,graphs_only,0.147463,0.232641,graphs_input_copy,0.181769,cold_total,decode_toy
1,cold_cache,True,A100,True,10,eager,0.162256,0.003014,best_eager,0.162745,cold_total,dlrm_recommendation
1,cold_cache,True,A100,True,50,graphs_input_copy,0.164387,0.043197,eager,0.171488,cold_total,dlrm_recommendation
1,cold_cache,True,A100,True,100,graphs_only,0.177794,0.003257,graphs_input_copy,0.178373,cold_total,dlrm_recommendation
1,cold_cache,False,A100,False,500,graphs_only,0.18591,0.250928,graphs_input_copy,0.23256,cold_total,dlrm_recommendation
4,cold_cache,True,A100,True,10,eager,0.168561,0.01247,best_eager,0.170663,cold_total,dlrm_recommendation
4,cold_cache,True,A100,True,50,graphs_only,0.174698,0.036698,best_eager,0.181109,cold_total,dlrm_recommendation
4,cold_cache,True,A100,False,100,graphs_only,0.183338,0.082487,best_eager,0.198461,cold_total,dlrm_recommendation
4,cold_cache,True,A100,False,500,graphs_only,0.213836,0.219491,graphs_input_copy,0.260771,cold_total,dlrm_recommendation
16,cold_cache,True,A100,True,10,best_eager,0.168684,0.003166,eager,0.169218,cold_total,dlrm_recommendation
16,cold_cache,True,A100,True,50,graphs_only,0.181642,0.010328,best_eager,0.183518,cold_total,dlrm_recommendation
16,cold_cache,True,A100,False,100,graphs_only,0.186616,0.052873,best_eager,0.196483,cold_total,dlrm_recommendation
16,cold_cache,False,A100,False,500,graphs_only,0.249716,0.225997,graphs_input_copy,0.306151,cold_total,dlrm_recommendation
32,cold_cache,True,A100,True,10,eager,0.11551,0.001801,best_eager,0.115718,cold_total,dlrm_recommendation
32,cold_cache,True,A100,True,50,graphs_only,0.122439,0.042977,graphs_input_copy,0.127701,cold_total,dlrm_recommendation
32,cold_cache,True,A100,False,100,graphs_only,0.123799,0.10404,graphs_input_copy,0.136679,cold_total,dlrm_recommendation
32,cold_cache,False,A100,False,500,graphs_only,0.150093,0.329889,graphs_input_copy,0.199607,cold_total,dlrm_recommendation
1,cold_cache,True,A100,True,10,best_eager,0.0977,0.012999,eager,0.09897,cold_total,dynamic_shape_infer_small
1,cold_cache,True,A100,True,50,best_eager,0.103223,0.012633,eager,0.104527,cold_total,dynamic_shape_infer_small
1,cold_cache,True,A100,True,100,best_eager,0.110459,0.004065,eager,0.110908,cold_total,dynamic_shape_infer_small
1,cold_cache,True,A100,True,500,best_eager,0.162811,0.028321,eager,0.167422,cold_total,dynamic_shape_infer_small
4,cold_cache,True,A100,True,10,eager,0.089251,0.016739,best_eager,0.090745,cold_total,dynamic_shape_infer_small
4,cold_cache,True,A100,True,50,best_eager,0.091547,0.024807,eager,0.093818,cold_total,dynamic_shape_infer_small
4,cold_cache,True,A100,True,100,best_eager,0.099349,0.013216,eager,0.100662,cold_total,dynamic_shape_infer_small
4,cold_cache,True,A100,True,500,eager,0.14788,0.022085,best_eager,0.151146,cold_total,dynamic_shape_infer_small
