batch_size,cache_state,ci95_overlap,device_label,marginal_rank,num_steps,oracle_action,oracle_runtime_s,relative_margin,runner_up_action,runner_up_runtime_s,time_accounting_mode,workload_id
32,cold_cache,True,H100,True,100,eager,0.230665,0.009221,best_eager,0.232792,cold_total,gnn_irregular
32,cold_cache,True,H100,True,500,best_eager,0.290849,0.016039,eager,0.295514,cold_total,gnn_irregular
1,cold_cache,True,H100,True,10,best_eager,0.12032,0.004189,eager,0.120824,cold_total,llm_decode_proxy
1,cold_cache,True,H100,True,50,graphs_input_copy,0.123753,0.029656,best_eager,0.127423,cold_total,llm_decode_proxy
1,cold_cache,True,H100,True,100,graphs_only,0.129297,0.016698,best_eager,0.131456,cold_total,llm_decode_proxy
1,cold_cache,False,H100,False,500,graphs_only,0.1384,0.107681,graphs_input_copy,0.153303,cold_total,llm_decode_proxy
4,cold_cache,True,H100,True,10,best_eager,0.12859,0.021884,eager,0.131404,cold_total,llm_decode_proxy
4,cold_cache,True,H100,True,50,best_eager,0.13632,0.012955,graphs_only,0.138086,cold_total,llm_decode_proxy
4,cold_cache,True,H100,False,100,graphs_only,0.134728,0.052825,eager,0.141845,cold_total,llm_decode_proxy
4,cold_cache,False,H100,False,500,graphs_only,0.150244,0.133942,graphs_input_copy,0.170368,cold_total,llm_decode_proxy
16,cold_cache,True,H100,True,10,eager,0.144266,0.012179,best_eager,0.146023,cold_total,llm_decode_proxy
16,cold_cache,True,H100,True,50,best_eager,0.156066,0.001198,eager,0.156253,cold_total,llm_decode_proxy
16,cold_cache,True,H100,True,100,eager,0.162997,0.008798,best_eager,0.164431,cold_total,llm_decode_proxy
16,cold_cache,True,H100,True,500,eager,0.245459,0.006893,best_eager,0.247151,cold_total,llm_decode_proxy
32,cold_cache,True,H100,True,10,eager,0.154671,0.0062,best_eager,0.15563,cold_total,llm_decode_proxy
32,cold_cache,True,H100,True,50,best_eager,0.153246,0.030761,eager,0.15796,cold_total,llm_decode_proxy
32,cold_cache,True,H100,True,100,best_eager,0.161166,0.015835,eager,0.163718,cold_total,llm_decode_proxy
32,cold_cache,True,H100,False,500,graphs_only,0.179156,0.10152,graphs_input_copy,0.197344,cold_total,llm_decode_proxy
1,cold_cache,True,H100,True,10,eager,0.147737,0.011006,best_eager,0.149363,cold_total,prefill_toy
1,cold_cache,True,H100,True,50,eager,0.152675,0.001284,graphs_input_copy,0.152871,cold_total,prefill_toy
1,cold_cache,True,H100,True,100,graphs_only,0.156001,0.018808,graphs_input_copy,0.158935,cold_total,prefill_toy
1,cold_cache,False,H100,False,500,graphs_only,0.173831,0.093643,graphs_input_copy,0.190109,cold_total,prefill_toy
4,cold_cache,True,H100,True,10,eager,0.144224,0.019276,best_eager,0.147004,cold_total,prefill_toy
4,cold_cache,True,H100,True,50,best_eager,0.14828,0.034637,graphs_input_copy,0.153416,cold_total,prefill_toy
4,cold_cache,True,H100,True,100,graphs_input_copy,0.154771,0.008503,graphs_only,0.156087,cold_total,prefill_toy
4,cold_cache,True,H100,False,500,graphs_only,0.176064,0.109704,graphs_input_copy,0.195379,cold_total,prefill_toy
16,cold_cache,True,H100,True,10,eager,0.134722,0.039786,best_eager,0.140082,cold_total,prefill_toy
16,cold_cache,True,H100,True,50,graphs_only,0.142265,0.011268,eager,0.143868,cold_total,prefill_toy
16,cold_cache,True,H100,True,100,graphs_only,0.145688,0.021313,graphs_input_copy,0.148793,cold_total,prefill_toy
16,cold_cache,False,H100,False,500,graphs_only,0.158477,0.116667,graphs_input_copy,0.176966,cold_total,prefill_toy
32,cold_cache,True,H100,True,10,eager,0.136036,0.028228,best_eager,0.139876,cold_total,prefill_toy
32,cold_cache,True,H100,True,50,graphs_only,0.145115,0.003094,best_eager,0.145564,cold_total,prefill_toy
32,cold_cache,True,H100,True,100,graphs_only,0.145279,0.025764,graphs_input_copy,0.149022,cold_total,prefill_toy
32,cold_cache,True,H100,False,500,graphs_only,0.160241,0.118546,graphs_input_copy,0.179237,cold_total,prefill_toy
1,cold_cache,True,H100,True,10,eager,0.079193,0.005329,graphs_only,0.079615,cold_total,rl_policy_infer
1,cold_cache,True,H100,True,50,best_eager,0.081579,0.001961,eager,0.081739,cold_total,rl_policy_infer
1,cold_cache,True,H100,True,100,eager,0.082665,0.022331,best_eager,0.084511,cold_total,rl_policy_infer
1,cold_cache,False,H100,False,500,graphs_only,0.087855,0.141711,best_eager,0.100305,cold_total,rl_policy_infer
4,cold_cache,True,H100,True,10,best_eager,0.078179,0.027053,eager,0.080294,cold_total,rl_policy_infer
4,cold_cache,True,H100,True,50,eager,0.079568,0.015484,best_eager,0.0808,cold_total,rl_policy_infer
4,cold_cache,True,H100,True,100,eager,0.083215,0.010479,best_eager,0.084087,cold_total,rl_policy_infer
4,cold_cache,False,H100,False,500,graphs_only,0.086304,0.159657,eager,0.100083,cold_total,rl_policy_infer
16,cold_cache,True,H100,True,10,best_eager,0.079196,0.011554,eager,0.080111,cold_total,rl_policy_infer
16,cold_cache,True,H100,True,50,best_eager,0.081505,0.010895,eager,0.082393,cold_total,rl_policy_infer
16,cold_cache,True,H100,True,100,eager,0.08135,0.013559,best_eager,0.082453,cold_total,rl_policy_infer
16,cold_cache,False,H100,False,500,graphs_only,0.08618,0.124194,eager,0.096883,cold_total,rl_policy_infer
32,cold_cache,True,H100,True,10,best_eager,0.085714,0.016485,eager,0.087127,cold_total,rl_policy_infer
32,cold_cache,True,H100,True,50,best_eager,0.085752,0.034145,eager,0.08868,cold_total,rl_policy_infer
32,cold_cache,True,H100,True,100,best_eager,0.089799,0.00784,eager,0.090503,cold_total,rl_policy_infer
32,cold_cache,True,H100,False,500,graphs_only,0.100927,0.10572,eager,0.111597,cold_total,rl_policy_infer
1,cold_cache,True,H100,True,10,eager,0.211352,0.024126,best_eager,0.216451,cold_total,short_text_transformer_dynamic
1,cold_cache,True,H100,False,50,best_eager,0.221335,0.056299,eager,0.233796,cold_total,short_text_transformer_dynamic
1,cold_cache,True,H100,True,100,best_eager,0.242486,0.027251,eager,0.249094,cold_total,short_text_transformer_dynamic
1,cold_cache,True,H100,True,500,best_eager,0.375516,0.001212,eager,0.375971,cold_total,short_text_transformer_dynamic
4,cold_cache,True,H100,True,10,eager,0.1409,0.020121,best_eager,0.143735,cold_total,short_text_transformer_dynamic
4,cold_cache,True,H100,True,50,eager,0.155002,0.003548,best_eager,0.155552,cold_total,short_text_transformer_dynamic
4,cold_cache,True,H100,True,100,best_eager,0.172725,0.006461,eager,0.173841,cold_total,short_text_transformer_dynamic
4,cold_cache,True,H100,True,500,eager,0.307579,0.016197,best_eager,0.312561,cold_total,short_text_transformer_dynamic
16,cold_cache,True,H100,True,10,eager,0.140961,0.002398,best_eager,0.141299,cold_total,short_text_transformer_dynamic
16,cold_cache,True,H100,True,50,eager,0.154892,0.012667,best_eager,0.156854,cold_total,short_text_transformer_dynamic
16,cold_cache,True,H100,True,100,best_eager,0.172366,0.017092,eager,0.175312,cold_total,short_text_transformer_dynamic
16,cold_cache,True,H100,True,500,eager,0.309189,0.007387,best_eager,0.311473,cold_total,short_text_transformer_dynamic
32,cold_cache,True,H100,True,10,best_eager,0.140358,0.028734,eager,0.144391,cold_total,short_text_transformer_dynamic
32,cold_cache,True,H100,True,50,eager,0.155039,0.018679,best_eager,0.157935,cold_total,short_text_transformer_dynamic
32,cold_cache,True,H100,True,100,eager,0.172568,0.020641,best_eager,0.17613,cold_total,short_text_transformer_dynamic
32,cold_cache,True,H100,True,500,best_eager,0.312934,0.016396,eager,0.318065,cold_total,short_text_transformer_dynamic
1,cold_cache,True,H100,True,10,eager,0.30944,0.010083,best_eager,0.31256,cold_total,short_text_transformer_padded
1,cold_cache,True,H100,True,50,eager,0.356424,0.023753,best_eager,0.36489,cold_total,short_text_transformer_padded
1,cold_cache,True,H100,True,100,eager,0.392365,0.016706,best_eager,0.39892,cold_total,short_text_transformer_padded
1,cold_cache,True,H100,True,500,best_eager,0.79373,0.012123,eager,0.803352,cold_total,short_text_transformer_padded
4,cold_cache,True,H100,True,10,eager,0.308896,0.032597,best_eager,0.318965,cold_total,short_text_transformer_padded
4,cold_cache,True,H100,True,50,best_eager,0.352788,0.008923,eager,0.355936,cold_total,short_text_transformer_padded
4,cold_cache,True,H100,True,100,best_eager,0.399183,0.009457,eager,0.402958,cold_total,short_text_transformer_padded
4,cold_cache,True,H100,True,500,best_eager,0.795558,0.007738,eager,0.801714,cold_total,short_text_transformer_padded
16,cold_cache,True,H100,True,10,eager,0.310238,0.022976,best_eager,0.317366,cold_total,short_text_transformer_padded
16,cold_cache,True,H100,True,50,eager,0.351255,0.003991,best_eager,0.352657,cold_total,short_text_transformer_padded
16,cold_cache,True,H100,True,100,eager,0.40892,0.008608,best_eager,0.41244,cold_total,short_text_transformer_padded
16,cold_cache,True,H100,True,500,best_eager,0.814566,0.004023,eager,0.817843,cold_total,short_text_transformer_padded
32,cold_cache,True,H100,True,10,best_eager,0.311624,0.036977,eager,0.323147,cold_total,short_text_transformer_padded
32,cold_cache,True,H100,True,50,best_eager,0.35599,0.010922,eager,0.359878,cold_total,short_text_transformer_padded
32,cold_cache,True,H100,True,100,best_eager,0.403765,0.025715,eager,0.414148,cold_total,short_text_transformer_padded
32,cold_cache,True,H100,True,500,best_eager,0.826274,0.005375,eager,0.830715,cold_total,short_text_transformer_padded
1,cold_cache,False,H100,False,10,eager,0.15596,23.921403,compile_only,3.886742,cold_total,short_train_small
1,cold_cache,False,H100,False,50,eager,0.176488,21.462745,compile_only,3.964405,cold_total,short_train_small
1,cold_cache,False,H100,False,100,eager,0.191727,19.695687,compile_only,3.967922,cold_total,short_train_small
1,cold_cache,False,H100,False,500,eager,0.391014,10.877385,compile_only,4.644224,cold_total,short_train_small
4,cold_cache,False,H100,False,10,eager,0.190833,17.203728,compile_only,3.473872,cold_total,short_train_small
4,cold_cache,False,H100,False,50,eager,0.213136,15.274144,compile_only,3.468606,cold_total,short_train_small
4,cold_cache,False,H100,False,100,eager,0.242392,13.66069,compile_only,3.553634,cold_total,short_train_small
4,cold_cache,False,H100,False,500,eager,0.429649,8.856411,compile_reduce_overhead,4.234797,cold_total,short_train_small
16,cold_cache,False,H100,False,10,eager,0.192722,18.119161,compile_only,3.684683,cold_total,short_train_small
16,cold_cache,False,H100,False,50,eager,0.203882,17.031489,compile_only,3.676296,cold_total,short_train_small
16,cold_cache,False,H100,False,100,eager,0.229789,15.247227,compile_only,3.733434,cold_total,short_train_small
16,cold_cache,False,H100,False,500,eager,0.443738,8.309002,compile_reduce_overhead,4.130758,cold_total,short_train_small
32,cold_cache,False,H100,False,10,eager,0.187412,18.690127,compile_only,3.690166,cold_total,short_train_small
32,cold_cache,False,H100,False,50,eager,0.20437,17.055365,compile_only,3.689975,cold_total,short_train_small
32,cold_cache,False,H100,False,100,eager,0.228156,15.590789,compile_only,3.785288,cold_total,short_train_small
32,cold_cache,False,H100,False,500,eager,0.471517,8.947113,compile_reduce_overhead,4.690233,cold_total,short_train_small
1,cold_cache,True,H100,True,10,eager,0.099417,0.048634,best_eager,0.104252,cold_total,synthetic_kernel_chain
1,cold_cache,True,H100,True,50,best_eager,0.102875,0.01669,eager,0.104592,cold_total,synthetic_kernel_chain
1,cold_cache,True,H100,True,100,best_eager,0.105723,0.003424,eager,0.106085,cold_total,synthetic_kernel_chain
1,cold_cache,False,H100,True,500,graphs_only,0.115055,0.044605,eager,0.120187,cold_total,synthetic_kernel_chain
4,cold_cache,True,H100,True,10,eager,0.104975,0.02774,best_eager,0.107887,cold_total,synthetic_kernel_chain
4,cold_cache,True,H100,True,50,eager,0.107639,0.007525,best_eager,0.108449,cold_total,synthetic_kernel_chain
4,cold_cache,True,H100,True,100,eager,0.109455,0.000274,best_eager,0.109485,cold_total,synthetic_kernel_chain
4,cold_cache,False,H100,False,500,graphs_only,0.118025,0.094217,eager,0.129145,cold_total,synthetic_kernel_chain
16,cold_cache,True,H100,True,10,best_eager,0.104786,0.035033,graphs_input_copy,0.108457,cold_total,synthetic_kernel_chain
16,cold_cache,True,H100,True,50,best_eager,0.106425,0.031233,eager,0.109749,cold_total,synthetic_kernel_chain
16,cold_cache,True,H100,True,100,eager,0.109231,0.018365,best_eager,0.111237,cold_total,synthetic_kernel_chain
16,cold_cache,True,H100,False,500,graphs_only,0.119961,0.059269,eager,0.127071,cold_total,synthetic_kernel_chain
32,cold_cache,True,H100,True,10,eager,0.105869,0.008614,best_eager,0.106781,cold_total,synthetic_kernel_chain
32,cold_cache,True,H100,True,50,eager,0.109242,0.011424,best_eager,0.11049,cold_total,synthetic_kernel_chain
32,cold_cache,True,H100,True,100,best_eager,0.109731,0.022364,eager,0.112185,cold_total,synthetic_kernel_chain
32,cold_cache,True,H100,False,500,graphs_only,0.11968,0.069828,eager,0.128037,cold_total,synthetic_kernel_chain
