device,load_level,mean_arrival_rate_lambda,mean_effective_offered_load,mean_missed_opportunity_count,mean_p95_completion_time_s,mean_p95_wait_time_s,mean_service_time_s,mean_throughput_jobs_per_s,mean_wasted_optimization_overhead_s,mean_wrong_admit_count,num_seeds,policy,target_utilization,unstable_seed_count
RTX 4060,medium,4.215322,0.643011,62.0,4.674369,4.409385,0.152541,4.199629,6.163545,61.6,5,static_gate_plus_eligibility,0.65,0
RTX 4060,medium,4.215322,1.5043,62.0,115.183856,114.886826,0.356865,2.797254,139.615381,138.4,5,static_threshold,0.65,5
RTX 4060,medium,4.215322,0.64494,118.0,4.676973,4.403932,0.152999,4.199686,6.426749,63.6,5,workload_agnostic_logreg_policy,0.65,0
RTX 4060,medium,4.215322,0.644525,97.0,4.673289,4.39842,0.152901,4.199689,5.818685,57.6,5,workload_agnostic_tree_policy,0.65,0
RTX 4060,medium,4.215322,0.65239,294.2,4.633727,4.354088,0.154766,4.199634,0.0,0.0,5,workload_family_holdout_policy,0.65,0
V100,heavy,7.213229,0.918544,281.2,4.144659,3.994049,0.127342,7.149697,0.0,0.0,5,always_best_eager,0.9,0
V100,heavy,7.213229,28.112081,0.0,3572.526542,3568.399622,3.897295,0.256594,2437.314425,1000.0,5,always_compile,0.9,5
V100,heavy,7.213229,19.395462,0.0,2424.257459,2423.496338,2.688874,0.371919,1665.646686,767.0,5,always_compile_plus_graphs,0.9,5
V100,heavy,7.213229,28.304369,0.0,3597.704256,3593.501186,3.923953,0.25485,2459.164939,1000.0,5,always_compile_reduce_overhead,0.9,5
V100,heavy,7.213229,0.918544,0.0,4.144659,3.994049,0.127342,7.149697,0.0,0.0,5,always_cpu,0.9,0
V100,heavy,7.213229,0.922925,281.2,4.270427,4.111467,0.127949,7.148264,0.0,0.0,5,always_eager,0.9,0
V100,heavy,7.213229,0.898813,0.0,3.740376,3.587729,0.124606,7.156652,24.745623,412.0,5,always_graphs,0.9,0
V100,heavy,7.213229,0.928439,0.0,4.500742,4.374233,0.128713,7.144416,33.715088,553.0,5,always_graphs_input_copy,0.9,0
V100,heavy,7.213229,0.922925,281.2,4.270427,4.111467,0.127949,7.148264,0.0,0.0,5,amort_ablation_startup_only,0.9,0
V100,heavy,7.213229,0.893641,58.8,3.648613,3.49935,0.123889,7.158399,6.951948,80.4,5,amort_ablation_startup_step,0.9,0
V100,heavy,7.213229,0.893641,58.8,3.648613,3.49935,0.123889,7.158399,6.951948,80.4,5,amort_ablation_startup_step_risk,0.9,0
V100,heavy,7.213229,0.899415,0.0,3.759625,3.604079,0.12469,7.156552,24.745623,336.6,5,amort_ablation_step_only,0.9,0
V100,heavy,7.213229,0.893641,58.8,3.648613,3.49935,0.123889,7.158399,6.951948,80.4,5,amortization_policy,0.9,0
V100,heavy,7.213229,0.894961,0.0,3.674221,3.526256,0.124072,7.158071,13.420481,174.4,5,first_k_probe_policy,0.9,0
V100,heavy,7.213229,14.401218,58.8,1775.678812,1774.420246,1.996501,0.501,1209.923445,496.0,5,job_length_only,0.9,5
V100,heavy,7.213229,0.888966,0.0,3.545123,3.391063,0.123241,7.159615,0.0,0.0,5,oracle_best_action,0.9,0
V100,heavy,7.213229,0.8963,0.0,3.704641,3.551378,0.124258,7.157643,13.420481,174.4,5,risk_aware_policy,0.9,0
V100,heavy,7.213229,4.573529,0.0,473.371366,473.060232,0.634047,1.580364,328.977632,463.0,5,shape_only,0.9,5
V100,heavy,7.213229,0.894075,58.8,3.654782,3.505953,0.123949,7.158287,6.94868,122.2,5,static_gate_only,0.9,0
V100,heavy,7.213229,0.894862,58.8,3.676219,3.526238,0.124058,7.158073,6.94868,80.4,5,static_gate_plus_eligibility,0.9,0
V100,heavy,7.213229,2.848624,58.8,243.211845,242.917837,0.394917,2.533372,169.183501,157.2,5,static_threshold,0.9,5
V100,heavy,7.213229,0.899814,128.2,3.750096,3.588454,0.124745,7.156149,7.515768,87.2,5,workload_agnostic_logreg_policy,0.9,0
V100,heavy,7.213229,0.901961,168.2,3.78597,3.630203,0.125043,7.155559,6.932886,53.8,5,workload_agnostic_tree_policy,0.9,0
V100,heavy,7.213229,0.922925,281.2,4.270427,4.111467,0.127949,7.148264,0.0,0.0,5,workload_family_holdout_policy,0.9,0
V100,light,2.805145,0.357212,281.2,0.781548,0.534687,0.127342,2.802998,0.0,0.0,5,always_best_eager,0.35,0
V100,light,2.805145,10.932478,0.0,3364.773036,3360.646115,3.897295,0.256594,2437.314425,1000.0,5,always_compile,0.35,5
V100,light,2.805145,7.542681,0.0,2216.790795,2215.722575,2.688874,0.371895,1665.646686,767.0,5,always_compile_plus_graphs,0.35,5
V100,light,2.805145,11.007256,0.0,3389.950749,3385.74768,3.923953,0.25485,2459.164939,1000.0,5,always_compile_reduce_overhead,0.35,5
V100,light,2.805145,0.357212,0.0,0.781548,0.534687,0.127342,2.802998,0.0,0.0,5,always_cpu,0.35,0
V100,light,2.805145,0.358916,281.2,0.785816,0.540982,0.127949,2.802962,0.0,0.0,5,always_eager,0.35,0
V100,light,2.805145,0.349539,0.0,0.77073,0.523349,0.124606,2.803077,24.745623,412.0,5,always_graphs,0.35,0
V100,light,2.805145,0.36106,0.0,0.81675,0.551927,0.128713,2.802925,33.715088,553.0,5,always_graphs_input_copy,0.35,0
V100,light,2.805145,0.358916,281.2,0.785816,0.540982,0.127949,2.802962,0.0,0.0,5,amort_ablation_startup_only,0.35,0
V100,light,2.805145,0.347527,58.8,0.769039,0.522208,0.123889,2.803078,6.951948,80.4,5,amort_ablation_startup_step,0.35,0
V100,light,2.805145,0.347527,58.8,0.769039,0.522208,0.123889,2.803078,6.951948,80.4,5,amort_ablation_startup_step_risk,0.35,0
V100,light,2.805145,0.349772,0.0,0.771863,0.524342,0.12469,2.803075,24.745623,336.6,5,amort_ablation_step_only,0.35,0
V100,light,2.805145,0.347527,58.8,0.769039,0.522208,0.123889,2.803078,6.951948,80.4,5,amortization_policy,0.35,0
V100,light,2.805145,0.348041,0.0,0.770632,0.523695,0.124072,2.803075,13.420481,174.4,5,first_k_probe_policy,0.35,0
V100,light,2.805145,5.600474,58.8,1567.854866,1566.604781,1.996501,0.500977,1209.923445,496.0,5,job_length_only,0.35,5
V100,light,2.805145,0.345709,0.0,0.763896,0.51945,0.123241,2.803087,0.0,0.0,5,oracle_best_action,0.35,0
V100,light,2.805145,0.348561,0.0,0.773419,0.525367,0.124258,2.803056,13.420481,174.4,5,risk_aware_policy,0.35,0
V100,light,2.805145,1.778595,0.0,265.832906,265.434234,0.634047,1.578897,328.977632,463.0,5,shape_only,0.35,5
V100,light,2.805145,0.347696,58.8,0.769323,0.521463,0.123949,2.803069,6.94868,122.2,5,static_gate_only,0.35,0
V100,light,2.805145,0.348002,58.8,0.7715,0.52438,0.124058,2.803059,6.94868,80.4,5,static_gate_plus_eligibility,0.35,0
V100,light,2.805145,1.107799,58.8,58.35814,58.057973,0.394917,2.477963,169.183501,157.2,5,static_threshold,0.35,5
V100,light,2.805145,0.349928,128.2,0.769805,0.522479,0.124745,2.803077,7.515768,87.2,5,workload_agnostic_logreg_policy,0.35,0
V100,light,2.805145,0.350763,168.2,0.771168,0.52452,0.125043,2.803075,6.932886,53.8,5,workload_agnostic_tree_policy,0.35,0
V100,light,2.805145,0.358916,281.2,0.785816,0.540982,0.127949,2.802962,0.0,0.0,5,workload_family_holdout_policy,0.35,0
V100,medium,5.209554,0.663393,281.2,1.476989,1.289172,0.127342,5.197656,0.0,0.0,5,always_best_eager,0.65,0
V100,medium,5.209554,20.303169,0.0,3521.677782,3517.550861,3.897295,0.256594,2437.314425,1000.0,5,always_compile,0.65,5
V100,medium,5.209554,14.007833,0.0,2373.464609,2372.618406,2.688874,0.371917,1665.646686,767.0,5,always_compile_plus_graphs,0.65,5
V100,medium,5.209554,20.442043,0.0,3546.855495,3542.652426,3.923953,0.25485,2459.164939,1000.0,5,always_compile_reduce_overhead,0.65,5
V100,medium,5.209554,0.663393,0.0,1.476989,1.289172,0.127342,5.197656,0.0,0.0,5,always_cpu,0.65,0
V100,medium,5.209554,0.666557,281.2,1.492385,1.296389,0.127949,5.197473,0.0,0.0,5,always_eager,0.65,0
V100,medium,5.209554,0.649143,0.0,1.435832,1.246056,0.124606,5.197923,24.745623,412.0,5,always_graphs,0.65,0
V100,medium,5.209554,0.67054,0.0,1.562485,1.373909,0.128713,5.196764,33.715088,553.0,5,always_graphs_input_copy,0.65,0
V100,medium,5.209554,0.666557,281.2,1.492385,1.296389,0.127949,5.197473,0.0,0.0,5,amort_ablation_startup_only,0.65,0
V100,medium,5.209554,0.645407,58.8,1.431066,1.240254,0.123889,5.198042,6.951948,80.4,5,amort_ablation_startup_step,0.65,0
V100,medium,5.209554,0.645407,58.8,1.431066,1.240254,0.123889,5.198042,6.951948,80.4,5,amort_ablation_startup_step_risk,0.65,0
V100,medium,5.209554,0.649577,0.0,1.439584,1.248762,0.12469,5.197922,24.745623,336.6,5,amort_ablation_step_only,0.65,0
V100,medium,5.209554,0.645407,58.8,1.431066,1.240254,0.123889,5.198042,6.951948,80.4,5,amortization_policy,0.65,0
V100,medium,5.209554,0.646361,0.0,1.429841,1.242453,0.124072,5.198036,13.420481,174.4,5,first_k_probe_policy,0.65,0
V100,medium,5.209554,10.400879,58.8,1724.808779,1723.547758,1.996501,0.500995,1209.923445,496.0,5,job_length_only,0.65,5
V100,medium,5.209554,0.642031,0.0,1.411191,1.22251,0.123241,5.198184,0.0,0.0,5,oracle_best_action,0.65,0
V100,medium,5.209554,0.647328,0.0,1.430712,1.245814,0.124258,5.197929,13.420481,174.4,5,risk_aware_policy,0.65,0
V100,medium,5.209554,3.303104,0.0,422.544085,422.094741,0.634047,1.580329,328.977632,463.0,5,shape_only,0.65,5
V100,medium,5.209554,0.645721,58.8,1.426083,1.242075,0.123949,5.197991,6.94868,122.2,5,static_gate_only,0.65,0
V100,medium,5.209554,0.646289,58.8,1.430576,1.244157,0.124058,5.197929,6.94868,80.4,5,static_gate_plus_eligibility,0.65,0
V100,medium,5.209554,2.057339,58.8,193.031948,192.650497,0.394917,2.530756,169.183501,157.2,5,static_threshold,0.65,5
V100,medium,5.209554,0.649866,128.2,1.435847,1.2495,0.124745,5.197998,7.515768,87.2,5,workload_agnostic_logreg_policy,0.65,0
V100,medium,5.209554,0.651416,168.2,1.444003,1.254353,0.125043,5.19799,6.932886,53.8,5,workload_agnostic_tree_policy,0.65,0
V100,medium,5.209554,0.666557,281.2,1.492385,1.296389,0.127949,5.197473,0.0,0.0,5,workload_family_holdout_policy,0.65,0
A100,heavy,4.384196,0.955918,366.2,5.166334,4.910732,0.218037,4.346443,0.0,0.0,5,always_best_eager,0.9,0
A100,heavy,4.384196,22.829221,0.0,4732.56985,4727.041149,5.207163,0.192046,3285.656815,1000.0,5,always_compile,0.9,5
A100,heavy,4.384196,15.736697,0.0,3194.243301,3193.244195,3.589415,0.27861,2240.163405,767.0,5,always_compile_plus_graphs,0.9,5
A100,heavy,4.384196,23.058507,0.0,4782.208165,4776.650126,5.259461,0.190137,3339.390736,1000.0,5,always_compile_reduce_overhead,0.9,5
A100,heavy,4.384196,0.955918,0.0,5.166334,4.910732,0.218037,4.346443,0.0,0.0,5,always_cpu,0.9,0
A100,heavy,4.384196,0.963262,366.2,5.605389,5.378748,0.219712,4.338437,0.0,0.0,5,always_eager,0.9,0
A100,heavy,4.384196,0.907232,0.0,3.447026,3.21105,0.206932,4.358166,35.562569,311.0,5,always_graphs,0.9,0
A100,heavy,4.384196,0.943614,0.0,4.368703,4.133028,0.215231,4.351787,52.334774,440.2,5,always_graphs_input_copy,0.9,0
A100,heavy,4.384196,0.963262,366.2,5.605389,5.378748,0.219712,4.338437,0.0,0.0,5,amort_ablation_startup_only,0.9,0
A100,heavy,4.384196,0.904332,103.0,3.397516,3.182969,0.206271,4.358429,7.100627,35.6,5,amort_ablation_startup_step,0.9,0
A100,heavy,4.384196,0.904332,103.0,3.397516,3.182969,0.206271,4.358429,7.100627,35.6,5,amort_ablation_startup_step_risk,0.9,0
A100,heavy,4.384196,0.908096,0.0,3.469751,3.221538,0.207129,4.357843,35.562569,235.6,5,amort_ablation_step_only,0.9,0
A100,heavy,4.384196,0.904332,103.0,3.397516,3.182969,0.206271,4.358429,7.100627,35.6,5,amortization_policy,0.9,0
A100,heavy,4.384196,0.904205,5.0,3.386927,3.182814,0.206242,4.358459,16.3482,95.8,5,first_k_probe_policy,0.9,0
A100,heavy,4.384196,11.797507,103.0,2353.712279,2352.024366,2.690917,0.371711,1629.226375,496.0,5,job_length_only,0.9,5
A100,heavy,4.384196,0.894473,0.0,3.243149,3.015242,0.204022,4.359799,0.0,0.0,5,oracle_best_action,0.9,0
